badghes,9
badghisat,10
badgis,10
badghis,10
hirat,2
bamyan,9
balh,4
mazar-i-sharif,1
mazar,3
balkh,6
fariab,3
maimana,9
meymaneh,4
faryab,6
jaozjan,6
jozjan,3
juzjan,4
jouzjan,8
shibarghan,10
jawzjan,1
gawr,5
ghore,6
ghour,8
ghur,4
ghor,3
sar-e pul,5
saripol,2
sari pul,7
farah,7
girishk,7
hilmend,6
hilmand,8
neemroze,6
nimrod,5
nimrooz,6
nimroze,3
chakhansur,5
nimroz,9
urozgan,4
uruzgan,9
qandahar,3
kandahar,3
zubul,5
zaboul,1
zabul,10
gazni,7
ghazni,9
khost,6
paktiya,3
paktya,9
southern province,9
paktika,6
badakhshan,3
nooristan,4
nuristan,7
konarha,3
kunarha,8
kunar,8
kondoz,2
qonduz,4
qunduz,9
kunduz,2
ningrahar,1
eastern province,8
nangarhar,2
takar,5
takhar,9
baglan,9
bughlan,5
baghlan,5
cabul,9
kabol,9
kaboul,4
kabul,9
kapesa,6
kapisa,9
charikar,3
parwan,4
lagman,4
laghman,8
lawghar,7
loghar,4
logar,5
samangan,8
verdak,2
wardag,8
maiden,2
wardak,2
